original_title,year,genre,duration,country,language,imdb_score,worldwide_gross_income,tomatometer_rating
Tadpole,2002,"Comedy, Drama, Romance",78,USA,"English, French",61.0,3.200241,78.0
Welcome to Collinwood,2002,"Comedy, Crime",86,"USA, Germany",English,64.0,4.172703,55.0
Eight Legged Freaks,2002,"Action, Adventure, Comedy",99,USA,English,54.0,45.867333,48.0
Happy Here and Now,2002,Drama,89,USA,English,50.0,0.003574,48.0
Joshua,2002,Drama,91,USA,English,67.0,1.461635,22.0
National Security,2003,"Action, Comedy, Crime",88,USA,English,56.0,50.097949,11.0
The Last Castle,2001,"Action, Drama, Thriller",131,USA,English,70.0,27.642707,52.0
K-PAX,2001,"Drama, Mystery, Sci-Fi",120,"USA, Germany",English,74.0,65.001485,42.0
Narc,2002,"Crime, Drama, Mystery",105,"USA, Canada, Germany","English, Spanish",71.0,12.633747,84.0
Punch-Drunk Love,2002,"Comedy, Drama, Romance",95,USA,English,73.0,24.665649,79.0
Haiku Tunnel,2001,Comedy,88,USA,English,62.0,0.092723,60.0
Jump Tomorrow,2001,"Drama, Romance, Comedy",97,"UK, USA","English, French, Spanish",71.0,0.033236,81.0
Orange County,2002,"Comedy, Drama",82,USA,"English, Spanish",62.0,43.325009,46.0
Johnny English,2003,"Action, Adventure, Comedy",89,"UK, France, USA","English, French, Japanese",62.0,160.466,33.0
24 Hour Party People,2002,"Biography, Comedy, Drama",117,UK,English,73.0,2.801397,86.0
The Hours,2002,"Drama, Romance",110,"USA, UK, France, Canada, Germany",English,75.0,108.846072,80.0
Secretary,2002,"Comedy, Drama, Romance",107,USA,English,70.0,9.304609,76.0
Crossroads,2002,"Comedy, Drama, Romance",93,USA,English,35.0,61.14103,14.0
Tape,2001,Drama,86,USA,English,73.0,0.5159,77.0
Lilo & Stitch,2002,"Animation, Adventure, Comedy",85,USA,"English, Hawaiian",72.0,273.144151,86.0
Avenging Angelo,2002,"Action, Comedy, Crime",97,"USA, France, Switzerland",English,52.0,0.824597,13.0
The Country Bears,2002,"Comedy, Family, Music",88,USA,English,41.0,18.012097,31.0
About a Boy,2002,"Comedy, Drama, Romance",101,"UK, USA, France, Germany",English,70.0,130.549455,93.0
Below,2002,"Action, Horror, Mystery",105,"USA, UK",English,61.0,2.622015,64.0
Dogville,2003,"Crime, Drama",135,"Denmark, Netherlands, Sweden, Germany, UK, France, Finland, Norway, Italy",English,80.0,16.689283,70.0
I Am Sam,2001,Drama,132,USA,English,77.0,97.818139,35.0
The Scorpion King,2002,"Action, Adventure, Fantasy",92,"USA, Germany, Belgium",English,55.0,180.630907,41.0
Not Another Teen Movie,2001,Comedy,89,USA,English,57.0,66.468332,29.0
We Were Soldiers,2002,"Action, Drama, History",138,"USA, Germany, France","English, Vietnamese, French",72.0,115.374915,63.0
Mutant Aliens,2001,"Animation, Comedy, Sci-Fi",81,USA,English,68.0,0.029687,38.0
Ned Kelly,2003,"Action, Adventure, Biography",110,"Australia, UK, USA, France",English,65.0,6.585516,55.0
All About the Benjamins,2002,"Action, Comedy, Crime",95,"USA, Germany","English, French",59.0,26.306533,30.0
Enough,2002,"Crime, Drama, Thriller",115,USA,English,58.0,51.806184,22.0
How High,2001,"Comedy, Fantasy",93,USA,English,63.0,31.28374,26.0
The Importance of Being Earnest,2002,"Comedy, Drama, Romance",97,"UK, USA","English, German",68.0,18.009625,57.0
Insomnia,2002,"Drama, Mystery, Thriller",118,"USA, UK",English,72.0,113.75877,92.0
Hollywood Ending,2002,"Comedy, Romance",112,USA,"English, Mandarin",66.0,14.569744,46.0
Gods and Generals,2003,"Biography, Drama, History",219,USA,English,64.0,12.923936,8.0
On the Line,2001,"Comedy, Family, Romance",85,USA,English,42.0,4.544601,19.0
Undercover Brother,2002,"Action, Comedy",86,USA,English,58.0,41.604473,77.0
Divine Secrets of the Ya-Ya Sisterhood,2002,Drama,116,USA,English,61.0,73.83924,45.0
Sorority Boys,2002,Comedy,93,USA,"English, Indonesian",55.0,12.517488,12.0
Joe Somebody,2001,"Comedy, Drama",98,USA,English,55.0,24.516772,21.0
Return to Never Land,2002,"Animation, Adventure, Family",72,"USA, Canada, Australia",English,58.0,115.121981,45.0
Trapped,2002,"Action, Crime, Drama",106,"USA, Germany",English,62.0,13.414416,17.0
The Banger Sisters,2002,"Comedy, Drama",98,USA,English,56.0,38.068353,48.0
Better Luck Tomorrow,2002,"Crime, Drama, Romance",101,USA,English,70.0,3.809226,81.0
Bad Company,2002,"Action, Comedy, Thriller",116,"USA, Czech Republic",English,56.0,66.200782,10.0
Bloody Sunday,2002,"Drama, History, War",107,"UK, Ireland",English,76.0,1.758689,92.0
Mr. Deeds,2002,"Comedy, Romance",96,USA,English,58.0,171.269535,22.0
Dog Soldiers,2002,"Action, Horror, Thriller",105,"UK, Luxembourg",English,68.0,3.53062,79.0
Femme Fatale,2002,"Crime, Drama, Mystery",114,"France, Switzerland","English, French, Spanish",62.0,16.83891,49.0
Gosford Park,2001,"Comedy, Drama, Mystery",131,"USA, UK, Italy",English,72.0,87.754044,86.0
Igby Goes Down,2002,"Comedy, Drama",98,USA,English,69.0,6.919198,76.0
Iris,2001,"Biography, Drama, Romance",91,"UK, USA",English,70.0,16.153953,79.0
Undisputed,2002,"Action, Crime, Drama",96,"USA, Germany, Japan","English, German",62.0,14.94615,48.0
A Walk to Remember,2002,"Drama, Romance",101,USA,English,74.0,47.494916,27.0
Wasabi,2001,"Action, Drama, Comedy",94,"France, Japan","French, Japanese",67.0,10.36636,43.0
Snow Dogs,2002,"Adventure, Comedy, Family",99,"Canada, USA",English,52.0,115.03509,25.0
The Wild Thornberrys Movie,2002,"Animation, Adventure, Comedy",85,USA,English,56.0,60.694737,80.0
Darkness Falls,2003,"Fantasy, Horror, Mystery",86,"USA, Australia",English,50.0,47.488536,9.0
Life or Something Like It,2002,"Comedy, Romance",103,USA,English,58.0,16.872671,28.0
Swimfan,2002,"Drama, Thriller",85,USA,English,51.0,34.41124,15.0
Tuck Everlasting,2002,"Drama, Family, Fantasy",90,USA,"English, French",66.0,19.344615,60.0
National Lampoon's Van Wilder,2002,"Comedy, Romance",92,"Germany, USA",English,64.0,38.275483,18.0
White Oleander,2002,Drama,109,USA,"English, Russian",71.0,21.672284,68.0
Extreme Ops,2002,"Action, Adventure, Thriller",93,"UK, Germany, Luxembourg","English, German, Japanese, Serbo-Croatian",45.0,10.959475,7.0
The Jungle Book 2,2003,"Animation, Adventure, Family",72,"USA, Australia",English,54.0,186.303759,18.0
Martin & Orloff,2002,Comedy,87,USA,English,66.0,0.034222,47.0
Brooklyn Rules,2007,"Crime, Drama",99,USA,English,63.0,0.458232,45.0
No Man's Land,2001,"Comedy, Drama, War",98,"France, Bosnia and Herzegovina, Italy, Belgium, UK, Slovenia","Bosnian, French, English, Serbian",79.0,4.858869,93.0
They,2002,"Horror, Mystery, Thriller",89,"USA, Canada",English,48.0,16.446271,38.0
Showtime,2002,"Action, Comedy, Crime",95,"USA, Australia",English,55.0,77.885672,25.0
Skins,2002,"Crime, Drama",84,USA,English,71.0,0.249204,59.0
Pauly Shore Is Dead,2003,Comedy,82,USA,English,44.0,0.011,57.0
The Anarchist Cookbook,2002,"Comedy, Drama, Romance",101,USA,English,51.0,0.014369,37.0
Cypher,2002,"Mystery, Sci-Fi, Thriller",95,USA,English,68.0,0.898365,58.0
Havoc,2005,"Crime, Drama",85,"USA, Germany","English, Spanish",55.0,0.371,45.0
Crazy as Hell,2002,"Drama, Thriller",113,USA,English,60.0,0.021679,53.0
Dreamcatcher,2003,"Drama, Horror, Sci-Fi",136,"USA, Canada",English,55.0,81.240406,28.0
Dahmer,2002,"Biography, Crime, Drama",101,USA,English,56.0,0.144008,69.0
Signs,2002,"Drama, Mystery, Sci-Fi",106,USA,"English, Portuguese",67.0,408.247917,74.0
Stark Raving Mad,2002,"Action, Comedy, Crime",101,USA,English,63.0,0.167572,20.0
Stolen Summer,2002,Drama,91,USA,English,65.0,0.163348,36.0
Sunshine State,2002,"Drama, Romance",141,USA,English,67.0,3.369654,80.0
All or Nothing,2002,Drama,128,"UK, France","English, Arabic, French",75.0,2.845696,82.0
Hulk,2003,"Action, Sci-Fi",138,USA,"English, Spanish",56.0,245.285165,62.0
What a Girl Wants,2003,"Comedy, Drama, Family",105,"USA, UK",English,58.0,50.732139,35.0
Daredevil,2003,"Action, Crime",103,"USA, China","English, Greek, Italian",53.0,179.179718,44.0
The Medallion,2003,"Action, Comedy, Fantasy",88,"Hong Kong, USA",English,53.0,34.268701,17.0
Ghost Ship,2002,Horror,91,"USA, Australia","English, Italian, Spanish",55.0,68.349884,16.0
Between Strangers,2002,Drama,95,"Canada, Italy",English,61.0,0.048821,25.0
Red Dragon,2002,"Crime, Drama, Thriller",124,"Germany, USA","English, French",72.0,209.196298,68.0
Analyze That,2002,"Comedy, Crime",96,USA,English,59.0,55.003135,27.0
The Butterfly Effect,2004,"Drama, Sci-Fi, Thriller",113,"USA, Canada",English,76.0,96.822421,33.0
The Life of David Gale,2003,"Crime, Drama, Thriller",130,"USA, Germany, UK, Spain","English, Spanish",76.0,38.955598,19.0
Meet the Fockers,2004,"Comedy, Romance",115,USA,"English, Spanish, Hebrew",63.0,522.657936,39.0
The Tuxedo,2002,"Action, Comedy, Sci-Fi",98,USA,"English, Cantonese",54.0,104.391623,21.0
Max,2002,"Drama, War",106,"Hungary, Canada, UK",English,65.0,0.660763,69.0
Full Frontal,2002,"Comedy, Romance",101,USA,English,47.0,3.438804,39.0
The Wash,2001,Comedy,96,USA,English,48.0,10.229331,8.0
Irréversible,2002,"Crime, Drama, Mystery",97,France,"French, Spanish, Italian, English",74.0,6.479328,57.0
Swept Away,2002,"Comedy, Romance",89,"UK, Italy","English, Greek, Italian",36.0,1.03652,5.0
Love in the Time of Money,2002,"Comedy, Drama, Romance",90,USA,English,54.0,0.01041,18.0
The Recruit,2003,"Action, Thriller",115,"USA, Switzerland","English, Persian, Russian",66.0,101.191884,43.0
The Rules of Attraction,2002,"Comedy, Drama, Romance",110,"USA, Germany","English, German",67.0,11.832822,43.0
Before the Devil Knows You're Dead,2007,"Crime, Drama, Thriller",117,USA,English,73.0,25.038466,88.0
Rush Hour 3,2007,"Action, Comedy, Crime",91,"USA, Germany","English, French, Japanese, Mandarin, Latin",62.0,258.097122,18.0
The Transporter,2002,"Action, Crime, Thriller",92,"France, USA","English, French, Mandarin",68.0,43.928932,54.0
Friday After Next,2002,"Comedy, Drama",85,USA,English,58.0,33.526835,26.0
Beyond Borders,2003,"Adventure, Drama, Romance",127,"Germany, USA","English, Amharic, Khmer, German, Chechen",65.0,11.705002,14.0
Rent,2005,"Drama, Musical, Romance",135,USA,English,69.0,31.67062,46.0
Austin Powers in Goldmember,2002,"Action, Adventure, Comedy",94,USA,"English, Japanese, German, French",62.0,296.938801,53.0
Personal Velocity: Three Portraits,2002,"Drama, Romance",86,USA,English,65.0,0.890502,69.0
Feardotcom,2002,"Crime, Horror, Thriller",101,"UK, Germany, Luxembourg, USA, Canada",English,34.0,18.902015,3.0
A Guy Thing,2003,"Comedy, Romance",101,USA,English,56.0,17.432163,24.0
Harry Potter and the Chamber of Secrets,2002,"Adventure, Family, Fantasy",161,"UK, USA, Germany",English,74.0,879.569371,82.0
The Master of Disguise,2002,"Adventure, Comedy, Family",80,USA,English,34.0,43.411001,1.0
Going Shopping,2005,"Drama, Romance",106,USA,English,51.0,0.031908,40.0
Wrong Turn,2003,"Horror, Thriller",84,"USA, Germany, Canada",English,61.0,28.650575,40.0
Time Changer,2002,"Drama, Fantasy, Sci-Fi",95,USA,English,52.0,1.305964,22.0
Real Women Have Curves,2002,"Comedy, Drama",90,USA,"English, Spanish",68.0,7.77779,84.0
The Chronicles of Riddick,2004,"Action, Adventure, Sci-Fi",119,USA,English,67.0,115.900534,29.0
Brown Sugar,2002,"Romance, Comedy, Drama",109,USA,English,65.0,28.316451,66.0
Half Past Dead,2002,"Action, Crime, Thriller",98,"USA, Germany",English,47.0,19.23328,3.0
I Spy,2002,"Action, Adventure, Comedy",97,"USA, Hungary","English, Hungarian, Russian",54.0,51.386477,16.0
The Ring,2002,"Horror, Mystery",115,USA,English,71.0,249.348933,71.0
Shrek 2,2004,"Animation, Adventure, Comedy",93,USA,English,72.0,928.76077,89.0
8 Mile,2002,"Drama, Music",110,"USA, Germany",English,71.0,242.875078,75.0
Auto Focus,2002,"Biography, Crime, Drama",105,USA,English,66.0,2.704951,71.0
Cherish,2002,"Comedy, Drama, Thriller",99,USA,English,67.0,0.179751,51.0
The Core,2003,"Action, Adventure, Sci-Fi",135,"USA, Germany, Canada, UK, Italy, France",English,55.0,73.498611,40.0
Evelyn,2002,Drama,94,"USA, Germany, Ireland, UK, Netherlands",English,70.0,4.186916,64.0
Roger Dodger,2002,"Comedy, Drama",106,USA,"English, German",69.0,1.934497,88.0
Home on the Range,2004,"Animation, Adventure, Comedy",76,USA,"English, Mandarin",54.0,145.358062,53.0
All the Real Girls,2003,"Drama, Romance",108,USA,English,68.0,0.579986,71.0
Chicago,2002,"Comedy, Crime, Musical",113,"USA, Germany, Canada, UK","English, Hungarian",71.0,306.776732,86.0
Gigli,2003,"Comedy, Crime, Romance",121,USA,English,25.0,7.266209,6.0
I Capture the Castle,2003,"Drama, Romance",113,UK,English,69.0,6.586341,79.0
Jersey Girl,2004,"Comedy, Drama, Romance",102,USA,English,62.0,35.492921,42.0
Shanghai Knights,2003,"Action, Adventure, Comedy",114,"USA, Hong Kong","English, Mandarin",62.0,88.323487,66.0
Blue Crush,2002,"Drama, Romance, Sport",104,"USA, Germany",English,57.0,51.843679,61.0
Timeline,2003,"Action, Adventure, Sci-Fi",116,USA,"English, French",57.0,43.935763,11.0
Dead or Alive: Final,2002,"Action, Comedy, Crime",89,Japan,"Japanese, Cantonese",57.0,0.002591,42.0
Jeepers Creepers 2,2003,Horror,106,USA,English,56.0,63.102666,24.0
State Property,2002,"Drama, Crime, Action",88,USA,English,45.0,2.106838,0.0
The Hot Chick,2002,"Comedy, Fantasy",104,USA,English,55.0,54.639553,22.0
Old School,2003,Comedy,88,USA,English,71.0,87.13552,60.0
Barbershop,2002,"Comedy, Drama",102,USA,English,63.0,77.063924,83.0
Cabin Fever,2002,"Drama, Horror",93,USA,English,57.0,30.553394,62.0
Drumline,2002,"Comedy, Drama, Romance",118,USA,English,58.0,57.588485,82.0
H,2002,"Drama, Mystery, Thriller",106,South Korea,Korean,59.0,0.438227,80.0
Harry Potter and the Prisoner of Azkaban,2004,"Adventure, Family, Fantasy",142,"UK, USA",English,79.0,796.158319,90.0
Japanese Story,2003,"Drama, Romance",110,Australia,"English, Japanese",67.0,4.098613,68.0
Mona Lisa Smile,2003,Drama,117,USA,"English, Italian",65.0,141.337989,34.0
The Santa Clause 2,2002,"Comedy, Family, Fantasy",104,"USA, Canada",English,56.0,172.855065,56.0
The Order,2003,"Horror, Mystery, Thriller",102,"USA, Germany","English, Syriac, Aramaic, Italian, Latin",52.0,11.560806,8.0
American Splendor,2003,"Biography, Comedy, Drama",101,USA,English,74.0,7.986084,94.0
Anger Management,2003,Comedy,106,USA,English,63.0,195.745823,42.0
The Crocodile Hunter: Collision Course,2002,"Action, Adventure, Comedy",90,"Australia, USA",English,53.0,33.082548,53.0
Bringing Down the House,2003,Comedy,105,USA,English,56.0,164.729679,34.0
Scary Movie 3,2003,"Comedy, Horror",84,"USA, Canada",English,55.0,220.673217,35.0
The Singles Ward,2002,"Comedy, Drama, Romance",102,USA,English,64.0,1.250798,50.0
Brother to Brother,2004,Drama,94,USA,English,71.0,0.080906,77.0
Cradle 2 the Grave,2003,"Action, Crime, Drama",101,USA,"English, Mandarin, Korean",58.0,56.489558,25.0
The Lizzie McGuire Movie,2003,"Adventure, Comedy, Family",94,USA,"English, Italian",55.0,55.534455,41.0
Prey for Rock & Roll,2003,"Drama, Music",104,USA,English,62.0,0.086277,56.0
Shark Tale,2004,"Animation, Adventure, Comedy",90,USA,English,60.0,374.583879,36.0
Solaris,2002,"Drama, Mystery, Romance",99,USA,English,62.0,30.002758,66.0
Bad Santa,2003,"Comedy, Crime, Drama",92,"Germany, USA",English,70.0,76.488889,79.0
Bobby,2006,"Biography, Drama, History",117,USA,"English, Spanish",70.0,20.718608,47.0
Ballistic: Ecks vs. Sever,2002,"Action, Crime, Mystery",91,"USA, Germany",English,37.0,20.154899,0.0
The Human Stain,2003,"Drama, Romance, Thriller",106,"Germany, Ireland, USA",English,62.0,22.954068,42.0
Interview with the Assassin,2002,Drama,88,USA,English,65.0,0.048058,66.0
Like Mike,2002,"Comedy, Family, Fantasy",99,USA,English,53.0,62.27478,57.0
Finding Neverland,2004,"Biography, Drama, Family",106,"USA, UK",English,77.0,116.650613,83.0
Blizzard,2003,"Comedy, Family",93,"USA, Canada",English,57.0,0.57632,67.0
Blood Work,2002,"Action, Crime, Drama",110,USA,"English, Spanish",64.0,31.794718,53.0
The Dogwalker,2002,Drama,99,USA,,69.0,0.012024,50.0
Final Destination 2,2003,"Horror, Thriller",90,"USA, Canada",English,62.0,90.941129,48.0
Identity,2003,"Mystery, Thriller",90,USA,English,73.0,90.259536,62.0
Luther,2003,"Biography, Drama, History",123,"Germany, USA, Czech Republic, Italy","English, Latin",65.0,29.632684,45.0
Nicholas Nickleby,2002,"Adventure, Drama, Romance",132,"UK, USA",English,71.0,3.651462,78.0
A Mighty Wind,2003,"Comedy, Music",91,USA,English,72.0,18.750246,87.0
Willard,2003,"Drama, Horror, Thriller",100,"Canada, USA",English,61.0,8.564586,64.0
Confidence,2003,"Crime, Thriller",97,"USA, Canada, Germany",English,67.0,23.014206,69.0
Crime Spree,2003,"Action, Comedy, Crime",105,"UK, Canada","English, French",65.0,2.451607,33.0
It Runs in the Family,2003,"Comedy, Drama, Romance",109,USA,"English, Hebrew, Spanish",56.0,8.211508,29.0
Master and Commander: The Far Side of the World,2003,"Action, Adventure, Drama",138,USA,"English, French, Portuguese",74.0,211.622535,85.0
Holes,2003,"Adventure, Comedy, Drama",117,USA,English,70.0,71.406573,78.0
The League of Extraordinary Gentlemen,2003,"Action, Adventure, Fantasy",110,"USA, Germany, Czech Republic, UK","English, German, Italian",58.0,179.265204,17.0
Pieces of April,2003,"Comedy, Drama",80,USA,"English, Mandarin",70.0,3.282321,84.0
Against the Ropes,2004,"Biography, Drama, Romance",110,"USA, Germany",English,53.0,6.596511,12.0
Veronica Guerin,2003,"Biography, Crime, Drama",98,"Ireland, UK, USA",English,69.0,9.43966,53.0
The Blue Butterfly,2004,"Drama, Adventure",97,"Canada, USA, UK","English, Spanish, French",63.0,1.775619,44.0
Out of Time,2003,"Crime, Drama, Mystery",105,USA,English,65.0,55.495563,64.0
Runaway Jury,2003,"Crime, Drama, Thriller",127,USA,"English, French, Italian",71.0,80.15414,73.0
Two Weeks Notice,2002,"Comedy, Romance",101,"USA, Australia",English,61.0,199.043242,42.0
Anything Else,2003,"Comedy, Romance",108,"USA, France, UK","English, Latin",63.0,13.585075,40.0
Agent Cody Banks,2003,"Action, Adventure, Comedy",102,"USA, Canada",English,51.0,58.795814,38.0
Hey Arnold! The Movie,2002,"Animation, Adventure, Comedy",76,USA,English,60.0,15.249308,29.0
Love Actually,2003,"Comedy, Drama, Romance",135,"UK, USA, France","English, Portuguese, French",76.0,244.935382,64.0
Tears of the Sun,2003,"Action, Drama, Thriller",121,USA,English,66.0,86.468162,33.0
Hope Springs,2003,"Comedy, Romance",92,"UK, USA",English,54.0,1.567189,23.0
The Perfect Score,2004,"Comedy, Crime",93,"USA, Germany",English,57.0,10.898337,16.0
The Singing Detective,2003,"Comedy, Crime, Musical",109,USA,English,55.0,0.435625,39.0
The In-Laws,2003,"Action, Comedy, Thriller",98,"USA, Germany, Canada","English, French, Mandarin",58.0,26.891849,33.0
Benji: Off the Leash!,2004,"Drama, Family",97,USA,English,50.0,3.817362,33.0
Twisted,2004,"Crime, Drama, Mystery",97,"Germany, USA","English, Italian, Spanish",53.0,40.954603,1.0
Bruce Almighty,2003,"Comedy, Fantasy",101,USA,"English, Spanish",68.0,484.592874,48.0
21 Grams,2003,"Crime, Drama, Thriller",124,USA,English,77.0,60.427839,80.0
The Big Bounce,2004,"Comedy, Crime",88,USA,English,49.0,6.80855,16.0
House of Sand and Fog,2003,"Crime, Drama",126,USA,"English, Persian",75.0,16.763804,74.0
Open Range,2003,"Action, Drama, Romance",139,USA,English,74.0,68.296293,79.0
Peter Pan,2003,"Adventure, Family, Fantasy",113,"UK, Australia, USA, New Zealand","English, North American Indian",68.0,121.975011,77.0
Radio,2003,"Biography, Drama, Sport",109,USA,English,69.0,53.293628,35.0
Spider-Man 2,2004,"Action, Adventure, Sci-Fi",127,USA,"English, Russian, Chinese",73.0,788.976453,93.0
Taxi,2004,"Action, Comedy, Crime",97,"USA, France","English, Portuguese, Spanish",45.0,71.255003,9.0
Because of Winn-Dixie,2005,"Comedy, Drama, Family",106,USA,English,63.0,33.589427,55.0
Bridget Jones: The Edge of Reason,2004,"Comedy, Drama, Romance",108,"UK, France, Germany, Ireland, USA","English, German, Thai",60.0,265.126918,27.0
Cars,2006,"Animation, Comedy, Family",117,USA,"English, Italian, Japanese, Yiddish",71.0,461.991867,75.0
Daddy Day Care,2003,"Comedy, Family",92,USA,"English, Klingon, German",56.0,164.433867,27.0
The Hebrew Hammer,2003,Comedy,85,USA,"English, Hebrew, Yiddish",61.0,0.094615,46.0
Hidalgo,2004,"Action, Adventure, Biography",136,"USA, Morocco","English, Arabic, Sioux",67.0,108.040622,46.0
House of the Dead,2003,"Action, Adventure, Horror",90,"Germany, Canada, USA",English,20.0,13.818181,3.0
The Incredibles,2004,"Animation, Action, Adventure",115,USA,"English, French",80.0,631.606713,97.0
The Italian Job,2003,"Action, Crime, Thriller",111,"USA, France, Italy, UK, Germany","English, Russian, Italian",70.0,176.070171,73.0
Madame Satã,2002,"Biography, Crime, Drama",105,"Brazil, France",Portuguese,71.0,0.419046,60.0
Mission: Impossible III,2006,"Action, Adventure, Thriller",126,"USA, Germany, China, Italy","English, Italian, Mandarin, Cantonese, German, Czech",69.0,398.479497,71.0
Nola,2003,"Comedy, Romance",97,USA,English,53.0,0.01055,0.0
A Sound of Thunder,2005,"Action, Adventure, Horror",101,"Czech Republic, UK, Germany, USA","English, Mandarin",42.0,11.665465,6.0
Looney Tunes: Back in Action,2003,"Animation, Adventure, Comedy",93,"Germany, USA",English,57.0,68.514844,56.0
Alex & Emma,2003,"Comedy, Romance",96,USA,"English, French",56.0,15.368897,11.0
The Cooler,2003,"Drama, Romance",101,USA,English,69.0,10.464788,77.0
Resident Evil: Apocalypse,2004,"Action, Horror, Sci-Fi",94,"Germany, France, UK, Canada, USA",English,62.0,129.342769,20.0
Sahara,2005,"Action, Adventure, Comedy",124,"UK, Spain, Germany, USA, France","English, French, Arabic",60.0,119.240351,38.0
Thumbsucker,2005,"Comedy, Drama",96,USA,English,66.0,2.138742,71.0
The Young Black Stallion,2003,"Adventure, Family, Drama",50,USA,English,56.0,9.645304,45.0
The Alamo,2004,"Drama, History, War",137,USA,"English, Spanish",60.0,25.819961,29.0
Big Fish,2003,"Adventure, Drama, Fantasy",125,USA,"English, Cantonese",80.0,123.218424,75.0
The Day After Tomorrow,2004,"Action, Adventure, Sci-Fi",124,USA,"English, Japanese, French, Arabic",64.0,552.639571,44.0
Elf,2003,"Comedy, Family, Fantasy",97,USA,English,69.0,221.671773,84.0
How to Deal,2003,"Comedy, Drama, Romance",101,USA,English,56.0,14.390329,27.0
Masked and Anonymous,2003,"Comedy, Drama, Music",112,"UK, USA",English,54.0,0.546106,24.0
Party Monster,2003,"Biography, Crime, Drama",98,"USA, Netherlands",English,63.0,0.782606,29.0
Kingdom of Heaven,2005,"Action, Adventure, Drama",144,"UK, Germany, Spain, Morocco, USA, Italy, France","English, Arabic, Latin, Italian",72.0,218.122627,39.0
Underworld,2003,"Action, Fantasy, Thriller",121,"USA, UK, Germany, Hungary",English,70.0,95.708457,31.0
2 Fast 2 Furious,2003,"Action, Crime, Thriller",107,"USA, Germany","English, Spanish",59.0,236.350661,36.0
Freaky Friday,2003,"Comedy, Family, Fantasy",97,USA,"English, Mandarin",62.0,160.846332,88.0
Honey,2003,"Drama, Music, Romance",94,USA,English,54.0,62.228395,21.0
Northfork,2003,"Drama, Fantasy",103,USA,English,63.0,1.599804,56.0
Laws of Attraction,2004,"Comedy, Romance",90,"Ireland, UK, Germany",English,59.0,30.031874,18.0
Chasing Papi,2003,"Comedy, Romance",80,USA,"English, Spanish",48.0,12.661189,14.0
Melvin Goes to Dinner,2003,"Comedy, Drama, Romance",83,USA,English,68.0,0.004168,100.0
Piglet's Big Movie,2003,"Animation, Adventure, Comedy",75,USA,English,62.0,62.870546,70.0
Shade,2003,"Crime, Thriller",101,USA,English,63.0,0.459098,67.0
Shattered Glass,2003,"Drama, History",94,"USA, Canada",English,71.0,2.944752,92.0
Suspect Zero,2004,"Crime, Horror, Mystery",99,"UK, Germany, USA",English,58.0,11.416075,18.0
Swimming Pool,2003,"Crime, Drama, Mystery",102,"France, UK","English, French",67.0,22.441497,83.0
The Texas Chainsaw Massacre,2003,Horror,98,USA,English,62.0,107.362708,37.0
Wicker Park,2004,"Drama, Mystery, Romance",114,USA,"English, Chinese",70.0,21.741598,27.0
Dickie Roberts: Former Child Star,2003,Comedy,98,USA,English,56.0,23.769505,22.0
Head of State,2003,Comedy,95,USA,English,55.0,38.620484,30.0
The Last Samurai,2003,"Action, Drama, War",154,"USA, New Zealand, Japan","English, Japanese",77.0,454.627263,66.0
Matchstick Men,2003,"Comedy, Crime, Drama",116,"USA, UK",English,73.0,65.565672,82.0
Pirates of the Caribbean: The Curse of the Black Pearl,2003,"Action, Adventure, Fantasy",143,USA,English,80.0,654.264015,79.0
Biker Boyz,2003,"Action, Drama",110,USA,English,47.0,23.510621,23.0
Dot the I,2003,"Drama, Romance, Thriller",92,"UK, Spain, USA",English,68.0,0.307486,25.0
Envy,2004,Comedy,99,USA,English,48.0,14.494036,8.0
Good Boy!,2003,"Comedy, Drama, Family",88,USA,English,51.0,45.490616,44.0
The Great Raid,2005,"Action, Drama, War",132,"USA, Australia","Filipino, English, Tagalog, Japanese",67.0,10.777375,38.0
In My Sleep,2010,"Drama, Mystery, Thriller",104,USA,English,55.0,0.030158,13.0
Mystic River,2003,"Crime, Drama, Mystery",138,"USA, Australia",English,79.0,156.595191,88.0
Over the Hedge,2006,"Animation, Adventure, Comedy",83,USA,English,67.0,339.79589,75.0
Secondhand Lions,2003,"Comedy, Drama, Family",111,USA,English,75.0,48.260279,60.0
The Stepford Wives,2004,"Comedy, Horror, Sci-Fi",93,USA,English,53.0,103.370127,26.0
Uncle Nino,2003,"Comedy, Drama, Family",104,USA,English,66.0,0.165,21.0
Around the World in 80 Days,2004,"Action, Adventure, Comedy",120,"USA, Germany, Ireland, UK","English, Cantonese, French, German, Hindi, Turkish",59.0,72.178895,32.0
Catwoman,2004,"Action, Crime, Fantasy",104,USA,"English, Spanish",34.0,82.102379,9.0
Coraline,2009,"Animation, Drama, Family",100,USA,"English, Russian",77.0,124.596837,90.0
Dirty Love,2005,"Comedy, Romance",91,USA,English,36.0,0.036099,6.0
Ella Enchanted,2004,"Comedy, Family, Fantasy",96,"USA, Ireland, UK",English,63.0,27.388767,50.0
The Rundown,2003,"Action, Adventure, Comedy",104,USA,"English, Portuguese",67.0,80.981914,69.0
Malibu's Most Wanted,2003,"Comedy, Crime",86,USA,English,52.0,34.622504,31.0
Man on Fire,2004,"Action, Crime, Drama",146,"USA, UK, Mexico, Switzerland","English, Spanish",77.0,130.834852,38.0
Thirteen,2003,Drama,100,"USA, UK","English, Spanish, Portuguese",68.0,10.12896,81.0
